suburb_id,suburb,Bus stop,Coffee shop,Dentist,Hair care,Motor repair,Restaurant,Orchard,Clothing store,Train station
2072,West Tamworth,26,8,3,1,3,13,0,7,0
2073,West Wallsend,23,0,0,3,2,5,0,1,0
2074,West Wiangaree,0,0,0,0,0,0,0,0,1
2075,West Wollongong,38,1,0,2,2,8,0,0,0
2076,West Wyalong,2,6,2,0,11,16,0,5,4
2077,Westbrook,0,1,0,0,0,0,0,0,0
2078,Westdale,2,0,0,2,0,2,0,0,0
2079,Westleigh,12,1,2,1,1,4,0,1,0
2080,Westmead,34,12,8,4,2,24,0,3,1
2081,Weston,7,0,1,1,1,4,0,1,0
2082,Wetherill Park,43,24,11,17,17,54,0,43,0
2083,Whalan,37,0,0,0,2,2,0,1,0
2084,Whale Beach,0,1,0,0,0,0,0,0,0
2085,Wheeler Heights,17,0,0,0,0,0,0,0,0
2086,Whitebridge,3,2,0,2,3,2,0,0,0
2087,Whiteman Creek,1,0,0,0,0,0,0,0,0
2088,Whittingham,1,0,0,0,0,0,0,0,1
2089,Whitton,1,0,0,0,0,2,0,0,0
2090,Wiangaree,1,0,0,0,0,0,0,0,1
2091,Wickham,1,8,1,12,16,10,0,2,1
2092,Wilberforce,26,0,0,3,3,2,0,0,0
2093,Wiley Park,18,1,0,0,3,5,0,0,1
2094,Willawarrin,2,0,0,0,0,1,0,0,0
2095,Willbriggie,2,3,0,1,0,2,0,0,0
2096,Williamtown,21,6,0,0,1,4,0,0,0
2097,Willmot,17,0,0,0,0,1,0,0,0
2098,Willoughby,13,10,3,7,5,17,0,3,0
2099,Willoughby East,13,0,1,0,0,0,0,0,0
2100,Willow Tree,2,3,0,0,0,2,0,0,1
2101,Wilton,1,3,1,3,0,2,0,0,0
2102,Wimbledon,0,0,0,0,0,0,0,0,1
2103,Windale,23,0,0,1,0,2,0,0,0
2104,Windang,10,1,0,4,0,8,0,2,0
2105,Windella,1,0,0,0,0,1,0,0,0
2106,Windermere Park,3,0,0,0,0,0,0,0,0
2107,Windradyne,0,1,0,0,0,1,0,0,0
2108,Windsor,1,18,5,11,5,38,0,11,1
2109,Windsor Downs,2,0,0,0,1,0,0,0,0
2110,Wingello,4,1,0,0,0,1,0,0,1
2111,Wingen,0,0,0,0,0,0,0,0,1
2112,Wingham,16,7,1,8,8,14,0,2,1
2113,Winmalee,31,4,1,5,2,6,0,0,0
2114,Winston Hills,41,4,6,2,0,15,0,8,0
2115,Wirragulla,1,0,0,0,0,0,0,0,1
2116,Wirrimbi,2,0,0,0,0,0,0,0,0
2117,Wirrinya,0,0,0,0,0,0,0,0,1
2118,Wisemans Ferry,3,2,0,0,1,3,0,2,0
2119,Wolgan Valley,0,0,0,0,0,2,0,0,0
2120,Wollar,0,0,0,0,0,1,0,0,0
2121,Wolli Creek,3,10,6,7,8,28,0,1,1
2122,Wollombi,0,3,0,0,0,5,0,0,0
2123,Wollongbar,6,2,2,0,0,5,0,0,0
2124,Wollongong,50,55,35,53,40,58,0,59,1
2125,Wollstonecraft,9,2,1,0,0,0,0,0,1
2126,Wollumboola,9,0,0,0,0,0,0,0,0
2127,Wollun,0,0,0,0,0,0,0,0,1
2128,Wolumla,7,0,0,1,0,0,0,0,0
2129,Wombarra,12,0,0,0,0,0,0,0,1
2130,Wombat,0,0,0,0,0,0,3,0,0
2131,Wombeyan Caves,0,1,0,0,0,0,0,0,0
2132,Womboota,0,0,0,0,0,0,0,0,1
2133,Wondabyne,1,0,0,0,0,0,0,0,1
2134,Wondalga,1,0,0,0,0,0,0,0,0
2135,Wongarbon,4,0,0,0,0,0,0,1,1
2136,Wongawilli,4,0,0,0,0,0,0,0,0
2137,Wongwibinda,0,0,0,0,0,1,0,0,0
2138,Woodberry,19,0,0,1,2,2,0,1,0
2139,Woodbine,18,2,0,0,0,6,0,0,0
2140,Woodburn,0,4,0,1,0,4,0,1,0
2141,Woodcroft,8,1,1,1,0,6,0,0,0
2142,Woodenbong,1,1,0,0,0,1,0,0,0
2143,Woodford,2,0,0,1,0,1,0,1,1
2144,Woodford Island,1,0,0,0,0,0,0,0,0
2145,Woodlawn,0,0,0,0,0,0,0,1,0
2146,Woodpark,5,1,0,1,2,4,0,0,0
2147,Woodrising,3,0,0,1,0,1,0,0,0
2148,Woodstock,1,1,0,0,0,2,0,0,5
2150,Woolbrook,1,0,0,0,0,0,0,0,2
2151,Woolgoolga,23,10,4,7,1,27,0,10,0
2152,Wooli,0,0,0,0,0,3,0,0,0
2153,Woollahra,18,13,14,18,4,10,0,20,0
2154,Woollamia,2,0,0,0,1,0,0,0,0
2155,Woolloomooloo,9,11,2,3,3,31,0,4,0
2156,Woolooware,23,1,2,6,1,5,0,2,1
2157,Wooloweyah,1,0,0,0,0,0,0,0,0
2158,Woolwich,6,3,0,0,0,4,0,0,0
2159,Woomargama,1,1,0,0,0,1,0,0,0
2160,Woombah,8,0,0,0,0,0,0,0,0
2161,Woongarrah,35,0,1,0,1,0,0,0,0
2162,Woonona,31,11,4,13,7,22,0,6,1
2163,Wootton,1,1,0,0,0,1,0,1,0
2164,Woronora,21,2,0,1,0,3,0,1,0
2165,Woronora Heights,18,0,0,0,0,0,0,0,0
2166,Worrigee,16,0,0,2,0,3,0,0,0
2167,Woy Woy,47,13,6,0,27,39,0,13,1
2168,Woy Woy Bay,1,0,0,0,0,0,0,0,0
2169,Wyalong,1,1,0,0,1,0,0,0,2
2170,Wyangala,1,0,0,0,0,0,0,0,0
2171,Wyee,29,2,0,0,0,3,0,0,1
2172,Wyee Point,7,0,0,0,0,0,0,0,0
2173,Wymah,1,0,0,0,0,0,0,0,0
2174,Wyoming,15,6,5,0,18,21,0,1,0
2175,Wyong,40,9,3,12,20,37,0,4,1
2176,Wyong Creek,0,0,0,0,1,0,0,0,0
2177,Wyongah,13,0,0,0,0,1,0,0,0
2178,Yagoona,47,3,4,0,1,15,0,8,1
2179,Yallah,2,2,0,0,4,2,0,1,0
2180,Yamba,8,17,3,0,10,36,0,16,0
2181,Yanco,1,0,0,0,0,0,0,0,1
2182,Yanderra,7,1,0,0,0,1,0,0,0
2183,Yanga,0,0,0,0,0,3,0,0,0
2184,Yannergee,0,0,0,0,0,0,0,0,2
2185,Yarra,0,0,0,0,0,0,0,0,1
2186,Yarrabandai,1,0,0,0,0,0,0,0,1
2187,Yarramalong,0,2,0,0,0,2,0,0,0
2188,Yarramundi,0,0,0,0,1,0,0,0,0
2189,Yarravel,3,0,0,0,0,0,0,0,0
2190,Yarrawarrah,33,0,0,0,0,2,0,0,0
2191,Yarrawonga Park,2,0,1,0,0,0,0,0,0
2192,Yarrowyck,1,0,0,0,0,0,0,0,0
2193,Yass,19,13,2,0,13,20,0,4,1
2194,Yathella,4,0,0,0,0,0,0,0,0
2195,Yattalunga,4,0,1,0,0,0,0,0,0
2196,Yatte Yattah,2,1,0,0,0,1,0,0,0
2197,Yellow Rock,14,0,0,0,0,1,0,0,0
2198,Yenda,3,0,0,0,0,0,0,0,1
2199,Yennora,9,4,0,0,30,6,0,3,1
2200,Yeoval,2,2,0,0,1,1,0,0,0
2201,Yerong Creek,1,0,0,0,0,0,0,0,0
2202,Yerrinbool,10,0,0,0,1,0,1,0,0
2203,Yerriyong,0,1,0,0,0,1,0,0,0
2204,Yetholme,1,0,0,0,0,0,0,0,0
2205,Yetman,1,0,0,0,0,0,0,0,0
2206,Yoogali,1,1,1,0,0,1,0,0,1
2207,Young,0,8,7,0,0,33,6,1,0
2208,Yowie Bay,13,1,0,0,0,1,0,1,0
2209,Zetland,15,15,4,0,9,42,0,3,0
