"MEASURE","Selected Medians and Averages","STATE","State","REGIONTYPE","Region Type","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","104021088","Korora - Emerald Beach","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","104021089","Sawtell - Boambee","A","Annual","2011","2011",42,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","104021090","Urunga","A","Annual","2011","2011",49,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","104021091","Woolgoolga - Arrawarra","A","Annual","2011","2011",44,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105011092","Bourke - Brewarrina","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105011093","Cobar","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105011094","Coonamble","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105011095","Nyngan - Warren","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105011096","Walgett - Lightning Ridge","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105021097","Broken Hill","A","Annual","2011","2011",43,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105021098","Far West","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105031099","Coonabarabran","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105031100","Dubbo - East","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105031101","Dubbo - South","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105031102","Dubbo - West","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105031103","Dubbo Region","A","Annual","2011","2011",42,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105031104","Gilgandra","A","Annual","2011","2011",44,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105031105","Narromine","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","105031106","Wellington","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106011107","Branxton - Greta - Pokolbin","A","Annual","2011","2011",35,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106011108","Cessnock","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106011109","Cessnock Region","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106011110","Dungog","A","Annual","2011","2011",44,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106011111","Kurri Kurri - Abermain","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106011112","Singleton","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106011113","Singleton Region","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106021114","Maitland","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106021115","Maitland - East","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106021116","Maitland - North","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106021117","Maitland - West","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106021118","Thornton - Millers Forest","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106031119","Anna Bay","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106031120","Lemon Tree Passage - Tanilba Bay","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106031121","Nelson Bay Peninsula","A","Annual","2011","2011",49,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106031122","Raymond Terrace","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106031123","Seaham - Woodville","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106031124","Tea Gardens - Hawks Nest","A","Annual","2011","2011",59,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106031125","Williamtown - Medowie - Karuah","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106041126","Muswellbrook","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106041127","Muswellbrook Region","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106041128","Scone","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","106041129","Scone Region","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107011130","Berkeley - Warrawong - Windang","A","Annual","2011","2011",42,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107011131","Dapto - Avondale","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107011132","Horsley - Kembla Grange","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107011133","Port Kembla Industrial","A","Annual","2011","2011",51,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107011134","Unanderra - Mount Kembla","A","Annual","2011","2011",38,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107021135","Illawarra Catchment Reserve","A","Annual","2011","2011",16,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107031136","Albion Park - Macquarie Pass","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107031137","Albion Park Rail","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107031138","Kiama","A","Annual","2011","2011",48,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107031139","Kiama Downs - Minnamurra","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107031140","Kiama Hinterland - Gerringong","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107031141","Shellharbour - Flinders","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107031142","Shellharbour - Oak Flats","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107031143","Warilla","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107041144","Balgownie - Fairy Meadow","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107041145","Corrimal - Tarrawanna - Bellambi","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107041146","Figtree - Keiraville","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107041147","Helensburgh","A","Annual","2011","2011",36,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107041148","Thirroul - Austinmer - Coalcliff","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107041149","Wollongong","A","Annual","2011","2011",33,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","107041150","Woonona - Bulli - Russell Vale","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108011151","Bulahdelah - Stroud","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108011152","Forster","A","Annual","2011","2011",52,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108011153","Forster-Tuncurry Region","A","Annual","2011","2011",48,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108011154","Tuncurry","A","Annual","2011","2011",59,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108021155","Kempsey","A","Annual","2011","2011",40,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108021156","Kempsey Region","A","Annual","2011","2011",47,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108021157","Macksville - Scotts Head","A","Annual","2011","2011",48,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108021158","Nambucca Heads","A","Annual","2011","2011",52,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108021159","Nambucca Heads Region","A","Annual","2011","2011",47,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108021160","South West Rocks","A","Annual","2011","2011",53,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108031161","Lord Howe Island","A","Annual","2011","2011",47,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108041162","Laurieton - Bonny Hills","A","Annual","2011","2011",51,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108041163","Port Macquarie - East","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108041164","Port Macquarie - West","A","Annual","2011","2011",49,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108041165","Port Macquarie Region","A","Annual","2011","2011",47,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108041166","Wauchope","A","Annual","2011","2011",42,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108051167","Gloucester","A","Annual","2011","2011",50,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108051168","Old Bar - Manning Point - Red Head","A","Annual","2011","2011",47,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108051169","Taree","A","Annual","2011","2011",44,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108051170","Taree Region","A","Annual","2011","2011",50,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","108051171","Wingham","A","Annual","2011","2011",45,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","109011172","Albury - East","A","Annual","2011","2011",34,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","109011173","Albury - North","A","Annual","2011","2011",37,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","109011174","Albury - South","A","Annual","2011","2011",41,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","109011175","Albury Region","A","Annual","2011","2011",42,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","109011176","Lavington","A","Annual","2011","2011",39,,
"MAGE","Median age of persons","1","New South Wales","SA2","Statistical Area Level 2","109021177","Hay","A","Annual","2011","2011",43,,
